case_index,H,D,B,num_segs,seg_lengths,rules,matched_prefix_arr,total_runs,passed,status,mare_min,mare_max,mere_min,mere_max,rmse_min,rmse_max
101,8,128,2,51,1600|8|6|2|13|7|9|5|8|15|13|9|7|9|12x2|39|8x2|15|29|7x2|12|14|8x2|10|3|8|7|12|10|15|49|12|14|42|7|4|6|17|13|5|12|5|12|8|13|9|1800;2400|8|11|13|10|6|7|16|3|10|5|8|13|9|11|15|9|6|2|9|28|5|13|7|12|5x2|8|4|10|13|14x2|11|7|9|5|6|5|10|11|12|5|7|14|11|2|12|10|6|1200,0|1|2x49,0x2,10,10,PASS,7.8615e-01,7.8615e-01,7.1838e-03,7.1838e-03,2.8355e-04,2.8355e-04
102,8,128,2,117,3200|8|4|2|11|9|14|47|12|11|5|6|8|6|5|8|12|6|14|3|9|12|2|5|14|4|9|43|5|9|42|5|7|2|14|2|8|13|10|13|14|12|11|12|9x2|14x2|7|8|7|2|13|7|5x2|9|49|44|13|2|6x2|9|8|12|14|5|10|12|9|7|11|13|12|13x2|12|11x2|15|12|7|6|8|5|9|14|9|7x2|9|8|14|6|16|15|11|14|8|6|7|9|5|6|9|15|12|15|5|11|9|14|11|15|7|1200;1600|8|11|10|11|2|10|3|8|10|13x2|14|11|14|15|12|5x2|10|19|13|2|7|6|12|5|6|11|10|6|10x2|7|6|3|11x2|7|8|13|9|3|12|10|11|12|3|30|13|5|10|9x2|10|5|12|14|13|9|10|5|12|6|9|7|9|12|13|8|2|9|14x2|6|12|8|9|7|10|11|15|13|5|13|12|15|10|6|5|4|49|12x2|14x2|2|15|12|10|14|7|10|15|5x2|10|48|11|8|12x2|13|10|13|14|1024,0|1|2x115,0x2,10,10,PASS,6.4808e-01,6.4808e-01,6.9374e-03,6.9374e-03,2.6315e-04,2.6315e-04
103,8,128,8,145,3200|8|5x2|7|11|12|6x2|13|7|9x2|37|8|9|8|10|8|13|14|5|11|12|9|7|6|15x2|5|14|8x2|6|15|13|14x3|6|8|13|6|7|6x2|15|9x3|10|15|14|10|13|6|13|8|6|8|13|10|8|7|14|8|7|9|10|9|12|46|7|13|6|9|5|9|12|13|12|5|12|14|6|8x2|9x2|6|5|14|3|8|16|14|10|13|9|5|14|11|6x2|13|11|5|7|5|8|14|12|13|3|7|5|8|10|15|9|14|10|11|14|5|14|7|15|7|15|7|14|13|9|5|2|8|12|11|10|12|11|12|5|2048;3200|8|14|8|11|7|10|13|7|15|12|11|7|12|6|11|5|8|14|6|7|9|13|5|3|8|9|5x3|7|8|7|6|15|4|11|14|5|14|13|7|14|8|15|6|12|15|13|6|3|7|4|7|12|13|8|7|13|7|10|49|5|12|10|14|15|13|42|13|8|14|15x2|11|50|11|10|11|9|8|4|6|14|11x2|15|8|6|10|12|17|11|13|14|7x2|5|2|10x2|9|15|2|7|14x2|10|12x2|8|12|8|6|14|9|2|14|12|23|14|6|8|15|5|9|15|12|14|5|12|8x2|6|13|14|5|44|7|11|5|7|47|26|2048;2400|8|3|14|3|8|15|8|15|14|10|11|5|14|7|12|13|15|13|10|9|10|11|8|15|11|3|11x2|12|40|9|6|3|10|13x3|5|9|6|8x3|5|12|14|15x2|13|11|10|6|7|39|14|24|11|13|3|8|15|9|5|8|2|14|9|15|9x2|12|5|36|8|15|9|10|14|11|14|9|7|14|4|13|8|6|9|15|9|15|13|6|10|7|36|7|15|9|14|6x2|15|10|2|13|14|13|15|5x2|15|7|12x2|11|15x2|9|11|7|9|5|27|15|12|7|13|8|5|6|7|9|6|10|7|14|11|14|12|6|30|5|2048;2000|8|15|13|7|13|11x2|9|8|14|9|15|11|7|13|8|11|15|12|6|14|7|6|9|14x2|11|3|13|6x2|5|11|9|32|11|7|6|11|14|13|10|5x2|10|11|8|15|13|15|14|12|3|5|3|2|10|6|14x2|11|14|9x2|13|12|5|9|7|8|13|11x2|4|14|8|15|13|5|4|5|13|22|6|46|6|15|8|11x2|2|11|8|35|15|12x2|8|14|10|15|10|15|7|11|9|14|5x2|11|13|9|7|9|7|12x2|6|7|11|7|15|11|12|11|12|5|12|5|6|12|9|6|9|13|7|12|8|5|15|9x2|13|1800;3200|8|14|7|13|7|13|15|4|8|13|14|12|10|7|9|10|11|10|7|12|7|5|9|8|11|6|9|5|12x2|15|8x2|10|5|11|15|41|9|10|15|9|11|7|6|8|6|13|10x2|4|9|5x2|6|8|6|15|7|9|14|15|5|7|6|3|14|11|10x2|15|9|14|8|14|12|11|8|15|9|8|11|4|9|8|2|5|12|10|5|9|10|11|14|4|6x2|13|6|8x2|13|3|11|17|5|2|9|6|7|9|8|12|7|15|11|15|2|7|8|5|12|13|10|38|12|13|3|14|8|3|8|7|6|14|37|13|12|11|14x2|12|15|1200;3200|8|12|13|45|8|11|7|10x2|6|7|15|11|14|12|2|6|15|9|12|7|6|31|46|10x2|5|47|11|8|13|5|23|10|12|5|7|6|10|7|16|14|7x3|15|6|11|10|7x2|9|14|11|14|12|5|8|5|11|10|14|8|10|14|15|8|7|6|7|13|6|9|14|8|6|33|2|30|7|5|15|7|8|15|7|12|9|13|6|9|13|11|13|11|17|5|13|15|10|7x2|14|9|6|12|14|12|7|5|18|10|5|11x2|14|12|7|13x2|5|16|7x2|15|8|2|8|14|12|14|9x2|14x2|15|9|12|7|10|14|15|7|2048;3200|8|12|6|8|6x2|5x2|10|12|15x2|13|7x2|6|7|8|10|7|13|11|10|6x2|5|14|9x2|13|6|5x2|11|14|9|11|15|10|14|4|10|15|50|9|14|7|9|8|9|11x2|7x2|6|11|7x2|9|6|13|10|6|10|11|9|14|6|13x2|8|9|5|7|2|9|10|9|11|15|10|14|7x2|13|7|12|14|12|35|11|3|2|9|6|11|9|11|5|14x2|8|5|3|14|10|13|6|10|11|6|11|13|9x2|15|14|10|5|10|7|3|6|14|10|11|13|14|12|7|6|12|9|6|12|2|12|13|14|5|13|8|13|1024;1600|8|12x2|8|11|14|7|11|10|13|6|11|15|7|12|15|8|12|9|15|5|12|7|13|6|7|14|9|7|10|13|12|5|8|14|3|13|12|10|9|13|10|7|14x2|12|5|12|13|8|6|13|11|13|10|6|7|9|11|5|6|12|45|11|10|3|11|6x2|10|2|5|9|8|9|5|3|14|10|15|13|8|35|10|14|10|13|14|8|5|13x2|15|11|8|7|10x2|14|3|6|15|40|9|8|7|10|6|9|6x2|12|2|7|9|7|5|14|15|14|8x2|14|10|35|11x2|7|6x2|12|8|12|7|13|6|14|10|11x2|35|6|7|2048,0|1|2x143,0x8,10,10,PASS,9.3227e-01,9.3227e-01,6.8179e-03,6.8179e-03,2.4154e-04,2.4154e-04
104,8,128,4,50,1600|8x2|11x2|15|9|10|50|13|50|5|11|10|11|13|6|5|8|10|13|3|7|3|13|12|8|6|9|11|5|26|9x2|11|12x2|14|9x2|8|37|13|4|15|13|8|49|5|1800;3200|8|44|8|7|11|6x2|5|2|14x2|15|14|7|14x2|5|7|28|11x2|13|14|5|11|15|13|10|6x2|5|2|13|9|6|12|8|10|6|8|9|5|11|14|10|8|9|3|1024;3200|8|9|7|12|9|8|10|12|9|7|11|12|20|12|7|15|7|14|5|12|15|6|15|14|9|5|9|4|9|15|5|14|7|5|12|6|8x2|14|15|10|5|10|36|3|22|15|5|1800;3200|8|10|7|15|13|6|12|10|14|5|14|40|11|10|13|8|14|15|10|6|11|13|9|8|40|10|9|14|2|11x2|2|7|10|12|7|14|10|12|13|15x2|10|6|7|5|13|11|1200,0|1|2x48,0x4,10,10,PASS,7.9237e-01,7.9237e-01,7.0213e-03,7.0213e-03,2.6492e-04,2.6492e-04
105,8,128,2,7,2000|8x2|10|15|9|2048;1600|8|9|12|8|10|1024,0|1|2x5,0x2,10,10,PASS,1.0998e+00,1.0998e+00,7.3350e-03,7.3350e-03,3.0839e-04,3.0839e-04
106,8,128,2,105,1600|8|5|14|12|10|9|5|6|11x2|13|11|12|15x2|9|11|6|13|9|12|9|13|11|14|6|7|11|6|7|6|11|6x2|5x2|14|9|11|6|8|15|14|10|8|5|9|3|8|12|7|10x2|6|15|14x3|13|3|12|10|11|9|7|14|8|14|28|8|13|5|7|3|6|7|5|12|22|17|12|4|9|5|9|7|9|13|7|8|6|7|5|10|6|11|12|14|7|14|6|40|14|2048;2000|8|10|15|6|50|5|7|9|7|5|4|8|9|13|9|15|14|11|7|9|12|13|6|12|5|10|12|8|10|11|12|7|5|12|5|7|13|8|9x2|15|7|13|8|10|5|9|11|9|8|10|8|11|5|10|7|8|12|7|6|9|5|8|11|10|5|11|15|9|12|2|18|11|7|6|14|7|2|13|7|13|14|10|9|6|11|14|9|12|7x2|27|10|12|10|15|12|5|12|10|7x3|2048,0|1|2x103,0x2,10,10,PASS,8.9369e-01,8.9369e-01,7.0449e-03,7.0449e-03,2.6536e-04,2.6536e-04
107,8,128,8,54,1600|8|6|10|11|8|15|12|5|6x2|2|8|6|7|14|11x2|13|9|15x2|12|13|14|45|5x2|7|11|3|11|5x2|10|14x3|5|11|7|13|10|6|5|12|8|15|9|14|12|9|13|1200;3200|8|9|6|2|10|3|12|13|9|25|5|6|5|15x2|12|10|11|6|8|12|11|5|11|12|9|10|9|7|4|11|8|5|13|12|10|8|6|2|11|7|8|9|6|10|5|15|9|2|6x2|14|1200;2000|8|3|11|12|8|15|8|15|13|12|11|15|12|11|12|8|12|9|14|13|9|7|9|5|10|5|11|47|11|15|11|15|13|11|5|12|14x2|12|13|2|7|15|11|15x2|11|10|9|15|8|5|1024;2000|8|14|15|14x4|12|13|14x2|3|7|12|9|11|12|15|8|10x2|6|8|12|8|15|8|15|12|48|14|19|13|11|7|15|11|3|11|15|5|49|14|3|9|34|11|12|11x2|2|12|1800;3200|8|13|12|8|7|5|13|9|2|9|8x2|13|10|14|12x2|4|14x2|12|11|7|12|15|5|8|9|11|10|5|10|7|10|11|14|11|12|7|10|6|50|12|9|20|14|10|6|14|3|6|9|2048;3200|8|40x2|11|9|6|13|5x2|7|14|2|7|13x2|15|11|4|7|15|8|5|13x2|11x2|5|8|10|3|8|14|13|9x2|12|5|11|15|10|9|25|11|10|8|13x2|11|7|8|42|11|1200;2000|8|6x2|12|11x2|10|8|5|15|4|3|5|7|11|8|14|6|13|12|30|36|5|7|10x2|11|13|11|15|6|13x2|8|10|5|14|5|34|12|14|12|14|11x2|15|14|9|5x2|11|9|1024;3200|8x2|5|15|7|14|11|10x2|8|11|13|11|10|14|13|15|11|7|8|13|6|15|6|15|19|9|15|10|7|12|15|5|13|4|8|11|13|11|10|13|9|14|12|13|10|7|3|13|8|9x2|1024,0|1|2x52,0x8,10,10,PASS,9.8908e-01,9.8908e-01,7.0470e-03,7.0470e-03,2.7326e-04,2.7326e-04
108,8,128,8,123,2400|8|7|6x2|3|7|14|15|8|7|8|10|5|12|9|10|37|4|6|5|13|10|6|5|44|9|6|15|9|14|10|15|9|10|14|9|13|9|20|13|6|12|10|18|6|7|14|10|11|10|15|12|11|15x3|10|15x2|7|39|5|7|8|6|7|14|13x2|10|28|9|12|14|13|45|8|14|11|13|12x2|9|11|12|10|5x2|12|7|6|14|5|6|10|22|7|5|11|7|11|8|12|7|10|7|11|9|11|12|11|15|7|8|6|14|8|9|11|12|9|1200;2000|8|7|4|48|7|8|14|12|13|6x2|5|13|37|13|6|7|6|15|11|15|7|14|13|21|10|22|9|5|15|6|4|10|5|3|41|8|15|11|6|14x3|10|12|11x2|9|13|11|8|6|26|8|13|8|12|3|10|23|10|15|5|7|15|14|9|11x2|4|5|13|14|5|11|31|5|8|5|15|10|7|10|11|15|5|13|8|22|15|10|8|5|9|11|15|9|8|5x2|16|5|6|12|8|7|8|14|15|13|15|12|2|14|10|11x2|7|2|12|10|1800;1600|8x2|13|15|7|6|12|11|5|7|12|2|11|30|6|7|5x2|7|8|7|10|12|10x2|13|11|13x2|7|15|13|8|7|9|8|5|7|11|7|12|17|11|10|12|38|10|14|6|3|7|10|15|10|11|12|6|9|8|12|8|5|8|12|9|13|12|15|11|14|7|4|48|9|5|6|11|6|11|20|8|10|5|10|12|6|2|9|6|13|8|15|9|8|9|14|13|12|14|9|15|10|7|15|12x2|11|10|3|10|15x2|50|13|8|10|14|6|2|3|5|1800;1600|8|13|14|15|10|12|8|6|10|4|5|10|9|8|6|9|12|9|37|14|9|14|12|5|13|2|32|6|7|9|7|34|10|5|8|10x2|12|9|12|8|7|11|12|11x2|5x2|15|7|9|14|12|13|5|12|10|14|4|8|13|14|9|12|10|15|14|9|6|11|15|6|3|9|6|13|2|11|15|13|10|9|12x2|14|9|8|10|13|7|10|6|10|11|15|14|12|14|8|14|11|6x2|8|37|13|15|5|14|9|11|10|13|9|15|5|12|13|31|10|2|1800;3200|8|13|6|12|11|8|11|15x2|7|6|2|15|3|9|13|6|12|9|11|14|48|7|14|12|5|44|10x2|4|9|12|9|5|14|12|13|5x2|10|14|13|11|12|5|11x2|12|8|15|5|15|7|10|13|8x2|11|9|22|3|15|30|10|11|7|11|14|7|6|15|14|6x2|11|15|13|10|46|9|10x2|12|13|12|7x2|10|8|14|15|6|12|7|9|13|6|12x2|7|14|9|8|9|7|9|12|3|10x2|14|12|10|11x2|7|13|10|15|13|10|1024;1600|8|11|12|5|12|3|10|9|8|7|14|11|4|8|7|15|5|6|14|15|8|2|11|9|5|8|10|14|12|3|35|8|12|13|15|11|5|8|13|9|14x2|48|4|14|6|10|5|11|10|11|14x2|10|8|15|10|5|8|5x2|12|13|36|13|7|9x2|6|7|14|7|13|8|9|5|13|8|9|10x2|30|14|15|10x2|5|14|15|10|14x2|15|6|7|11|10|4|7x2|4|6|12|14|12|5|13|2|6|5|10|13|41|13|11|10|12|3|15|13|9|1024;1600|8|9|11|12|13|7|13|10|12|13|3|10|8|7x2|15|14|12|13|5|11|15|14|12|15|5|12|14|25|9|6x2|10|11|12|13|8|2|7|11|9|11|5|6|9|8|3|10|6|8|7|3|4|9|12|7|13|10|11|8|5|15|9|8|11|14|11|14|11|15|12|8|9|15|11|6|12|15|6|5|10|12|9|7|8|9|13|10|6|5|10|13|3|7|32|12|8|13|5|12|6|5|14|15|10|8|10|12|6|5|10x2|14|11|15x2|5|13|15|8|6|1024;1600|8x2|13|10|20|6|11|7|8|5|6|15|13|11|32|5|8|4|12|5x3|12x2|15|6x2|9|5|11|15|8|5|12|14|9|11|8|15|6|15|8|10x3|6|39|15|13|10|9|8|15|9|13|10|11x2|6|8|15|11|5|14|15|7|6|10|14|7|9|14x2|7|8|7|13|11|9|5|14|15|12|13x2|7|12|6|10|12x2|15|13|4|9|7|15|11|6|7|10|9x2|4|8|14|11|13|37|6|12|10|5|14|6|11|5|3|12|30|35|1200,0|1|2x121,0x8,10,10,PASS,9.9998e-01,9.9998e-01,7.0238e-03,7.0238e-03,2.6870e-04,2.6870e-04
109,8,128,4,57,1600|8|37|8|10x2|4|14|12|35|13|10|3|7|6|11|10|5|10|6|8x3|10|7|9|5|14|12|15|8|13|8|5|13|7|13|5|11|14|11|14|12|11|40|14|12|9|6|10x2|12|8|13|9|6|1024;2000|8|14|12|15|5|7|12|15|30|43|5|3|15|6|8|13|14|4|11|6|5|4|12|5|7|9|13|9|15|12|11|4|14|5|15|12|14|11|8|15|12|11|10|9|15|27|10|15|14|11|27|8|7|13|10|2048;1600|8|6|15|13|12|7|14x2|7|6|4|14|8|22|14|12|10x2|41|12|8|12|9|7|5x2|12|7|12|5|8|9|12|11|13|2|15|12|5|13|12x2|11x2|14|10|15|49|9|8x2|11|15x2|14|1200;2400|8|9|7|15|5|7|10|14|15|11|9|7|9|15|38|9|12|30|6|7|13|6|5|15|14|9|14|13|10|15|9|2|15|14|12|7|12|10|12|6|15|13|5|10|7|6|11|15|8|10|9|14x2|5|7|1200,0|1|2x55,0x4,10,10,PASS,7.7159e-01,7.7159e-01,7.1727e-03,7.1727e-03,2.8663e-04,2.8663e-04
110,8,128,4,86,1600|8|11|3|10x3|9|12|6|15|9|8|14|12|9|5|11|13|15|8|9|49|6|12|20|9x2|8|11|15|6|10|5x2|8|46|10x2|12|5|11|7|5|15|13|9|15|9|5|4|9|7|11|5|3|22|9|7|10|12|13|4|12|5|6|15|10|13|8|12|7|13|9|39|3|14|12|15|11|7|11|10|12|7|2048;2400|8|7|11x2|5|13x2|12x2|14|7|10|15|6|15|14|15|6|3|14|11|6x2|13|6x2|10|14|5|15|2|7|8|12|10|7|5|15|6|7|5x2|13|43|7|10|9|7|3|7|15|5|46|10|5|3|9|4|7|9|14|36|11|6|8|13|7|9|8|4|5|9x2|15x2|9|5|11|12|14x2|10|3|15|2048;3200|8|19|8|7|13|6|33|34|14|6|8|9|7|9|14|15|12|6|15|14|8|13|11|12|10|11|12|2|8|15|14|5|13|12|14|11|3|14|8|9|12|13|6|10|12|9|5|4|13|9|8|6x2|5|15|10|6|12|15|7|10|7|15x2|13|9|5|8|13|8|9x2|6|15|8|12|5|13|14|8|5|15|14|5|2048;1600|8|10|14|4|15|11|4|6|3|11|10|9|12|8|6|12|7|10|11|13|30|12|13|8|49|15|5|6|47|38|14x2|7x2|13|7|50|5|12|11|8|14|10|12|26|12|10|7|6|8|9|14x2|10|8|6|10|8|10|7|15|11x2|10|9|6|15|45|5|8|5|11|12|14|10|8|12|10|6|5|6|7|12|8|1800,0|1|2x84,0x4,10,10,PASS,1.6752e+00,1.6752e+00,7.0222e-03,7.0222e-03,2.6100e-04,2.6100e-04
111,8,128,8,10,1600|8|6|9|12|7|14|12|5|2048;3200|8|15x2|12x2|13|14|13|1800;3200|8|6x2|3|41|12|10|9|1800;2000|8|11|5|6|7|5|7|14|1024;1600|8|7|3|12|11|13|6|5|1200;2400|8|11|13|10|2|5|8|9|1024;2000|8x2|11|10|12|13|14|8|1800;2000|8|10|12|15|9|7|15|8|1800,0|1|2x8,0x8,10,10,PASS,1.1173e+00,1.1173e+00,7.1862e-03,7.1862e-03,2.8977e-04,2.8977e-04
112,8,128,8,51,2000|8|9|12|7|8|11|16|6|7|10|15|8|7|8|10|7|12|6|5|13|14|15|5|10|13|15|6|7|12|32|13|11|14|8|13|9|14x2|6|22|3|14|15|9|13|11|2|10x2|1200;2400|8|5|43|12|9|6|9|6|7|4|15|6|13|12|13|15x2|7|12x2|13|10|7|9|7|13|6|15|38|9|10|15|7|15|10|27|10|7|11|12|2|12|15|13|12|11x2|7x2|2048;3200|8|7|12|14|7|13|14|10|8|38|13|5x2|11|2|10|15|5|10|12|6|12|11|15|5|6|9|15|6|13|14|8|49|14|5|7x2|10x2|8|15|13|34|6|11|5|32|7|12|1800;2400|8|3x2|10|22|6|12|6|13|7|12|8|12|10|7x2|10|4|10|11|14|13|14|10|5|13|3|14|10|11|12|14|15|12|4|5|9|14|15|12|13|7|9|14|22|13|14|10|12|1024;2000|8|10|8|7|25|11|15|11|14|15|12|11|9|14|4|13|7|5|7|15|13x2|7|13|8|14|10|8|15|14|5|14|13|6|14|10|5|14|34|14|6|9|11|10|12|10|29|8|13|2048;2000|8|15|9x2|13|15|18|15|9|50|10|7|11|5|8|13|8|15|11|5|12|2|50|13|7|14|3|14|12x2|6|13|10|9|13|12|10|12|6|8|14|6x2|14|9|5|15x2|12|1200;1600|8|2|9|15|11|6|3|13|8|14|15|11|5|10|8|14|6|15|9|6|10|3|14|12|14|7|6|12|10|14|6|7|13|12|9x2|15x2|8|14|9|13|8|9|15|13|12|6|9|1024;2400|8|11|2|12|9|12|15|13|10|15|8|9|7|14|11|9|14|13|3|13|9|12|15|5|7|8|15|11|14|7|14|6|8x2|14|9|13|21|9|5|13|10x2|7|8|11|10|6|7|1024,0|1|2x49,0x8,10,10,PASS,8.5598e-01,8.5598e-01,7.1054e-03,7.1054e-03,2.7871e-04,2.7871e-04
113,8,128,8,98,3200|8|7|6|9|5|14|15|6|12|8|12|14|12|4|9|4|10|6|15|5|10|7|15x2|13|15|6|9|10|12|7|3|39|10|14|3|8|9|12|2|8|14|11|13|5x2|13|7|15x2|12|14|12|5|7x2|6|7|11|12x2|5|9|31|24|15x2|3|5|4|9|11|50|5|13|9|5|6|9|14|10|8|5|13|9|6|12|49|10|15|6|17|3|47|12|15|1800;2400|8x2|14|8|46|14|6|9|30|9|5|12|15|12|9|15|3|18|10|9x2|6|27|10|14|15|49|10|6|14|13|7|13|23|13|14|8|13|12|13|10|15|11|6|22|11|13|2|7x2|5|12|5|10|6|10|14x2|7x2|6|4|6|11|13|6|2|4|10|6|19|9|14x2|8|7|8|12|5|8|6|2|5|15|7|8|11|2|9|6|10|6|15|14|15|7|2048;3200|8|9|15|3|15|13|15|7|8|11|5|7|3|9|43|15|9x2|12|10|12|5|12x2|14|13|9|12|6|11|9|6|11|5|13|7x3|11|8|14|12|13|11|13x2|9|14x2|6|49|14|12|11|39|15|2|6|15|29|9|14|6|7|5|13|10|14|5|16|9|16|12|8x2|13|6|15x2|5|14x2|2|7|10|47|13|9|6|7|12|7|13|8|34|13|1024;2000|8|14|10|12x2|3|6|9|10|9x2|2|9|8|9x2|13x2|6x2|5|13|11|6x2|11|9|7|6x2|7|5|6|21|15|11|9|17|6x2|15|7|12|5|8|10|12x2|14|42|14|8|12|9|15|5|11|12|10|8|14|9|7|12|13|10|5|14|13|5|6|11|13|11|10|6|9|11x2|14|11|40|15|10|9|5|15|10|12|37|15|11|10|5|3|7|1800;2400|8|13|8|9|15x2|8|14|9|14|10|13|9|13|10|8|3|11|23|7|4|12|13|10|12|14|8x2|7|6|15|10|11|14|8|5x2|2|14|3|13|5|15|6|11x2|15|7|8|15|7|12|10|5x2|6|8|11|5|15|12|8|5|14|11|8|14x2|9x2|6|11|2|6|5|15|7|9|12|14|5|38|14|7|8|9|13|5|11|5|11|13|8|9|15x2|1200;2000|8|11|14|7|40|11|9|10|5|12|11|10|6|8|15|13|8|15|5|9|10|8|13|12|15|10|4|11|6|14|15|14|7|13|6|7|11|6|9|11|13|7|13|6|11|13x2|5|6|12|7|6x2|9|6|7|5|10|5|14|15|14|20|15x2|7x2|5x2|15|10x2|13|9|11|14|10|8|10|9|5|7|15|14|12|8x2|10|6|13|14|11|9|19|14|8|1024;2400|8|15|10|13|5|6|10|9|11|15|6|7|5|39|7x2|5|9|12|7|2|10|2|14|5x2|11|12|7|10|13|9|10|7|2|8|4|7|15|10|5|47|12|14x2|7|12|10x2|9|10|9|7|15|6|7|10|12|29|5|15|12x2|31|5x2|9|5x2|3|5|11|8|3|7|10|13|8|10x2|11|12|9x2|11|10|9|12|10|14|12|14|6|5|6|12|2048;2400|8|10|9|7|11|13|14|12|5|12|11|6|10|5x2|41|37|8|7|29|15|6|14|11|7x2|10|9|15|10|13|39|5|8|3|6|30|8|15x2|5|11x2|14|7|12|10|11|19|9|10|9|15|14|3|15|9|12|17|10|9|8|9|36|9|14|6x2|2|10x2|6|14x3|6|13|9|6|12|14|6|11|14|7|14|11|10|5|6|7|13|10|3|9|13|1800,0|1|2x96,0x8,10,10,PASS,1.5249e+00,1.5249e+00,6.9380e-03,6.9380e-03,2.5760e-04,2.5760e-04
